组别,姓名,性别,出生年,出身月,出生地,出生地（经度）,出生地（纬度）,籍贯,籍贯（精度）,籍贯（纬度）,毕业学校,毕业学校（经度）,毕业学校（纬度）,专业,毕业时间,当选时间,获得称谓的单位
1.0,陆熙炎,男,1928,8,江苏,120.585315,31.298886,,,,浙江大学,,,化学,1951,1991.0,中国科学院上海有机化学学研究所
1.0,麻生明,男,1965,5,浙江,120.241566,29.289648,,,,杭州大学,,,有机化学,1986,2005.0,中国科学院上海有机化学学研究所
1.0,麦松威,男,1936,10,香港,114.173355,22.320047,广东,112.964446,22.765392,加拿大学,,,结构化学,1960,2001.0,
1.0,倪嘉缵,男,1932,5,浙江,120.755486,30.746129,,,,上海大学,,,无机化学,1952,1980.0,中国科学院长春应用化学学研究所
1.0,彭孝军,男,1962,10,湖南,111.758702,29.633237,湖南,111.758702,29.633237,,,,精细化学工,1982,2017.0,
1.0,钱逸泰,男,1941,1,江苏,120.31191,31.491169,,,,山东大学,,,无机化学,1962,1997.0,
1.0,任詠华,男,1963,2,香港,114.173355,22.320047,广东,112.964446,22.765392,香港大学,,,无机化学,1985,2001.0,
1.0,沙国河,男,1934,5,四川,104.066541,30.572269,,,,北京石油学院大学,,,物理化学,1956,1997.0,中国科学院大连化学学物理研究所
1.0,沈家骢,男,1931,9,浙江,120.580232,30.029752,,,,浙江大学,,,高分子化学,1952,1991.0,
1.0,沈之荃,男,1931,5,上海,121.473701,31.230416,,,,上海沪江大学,,,高分子化学,1952,1995.0,
1.0,宋礼成,男,1937,7,山东,117.119999,36.651216,山东,117.119999,36.651216,南开大学,,,有机化学,1962,2007.0,
1.0,孙世刚,男,1954,7,重庆,108.408661,30.807667,重庆,108.408661,30.807667,厦门大学,,,物理化学,1982,,
1.0,谭蔚泓,男,1960,5,湖南,112.35518,28.55386,湖南,112.35518,28.55386,湖南师范大学,,,分析化学学和化学学生物学,1982,,
1.0,唐本忠,男,1957,2,湖北,112.900284,30.401947,湖南,111.877499,29.60548,华南理工大学,,,高分子化学,1982,2009.0,
1.0,唐勇,男,1964,9,四川,104.069726,29.651287,四川,104.069726,29.651287,四川师范大学,,,有机化学,1986,,中国科学院上海有机化学学研究所
1.0,唐有祺,男,1920,7,原江,118.763232,32.061707,,,,同济大学,,,物理化学,1942,1980.0,并在该校任Hale博士后
1.0,田禾,男,1962,7,新疆,87.616848,43.825592,江苏,120.752481,31.654376,南京理工大学,,,精细化学工,1982,2011.0,
1.0,田昭武,男,1927,6,福建,119.296494,26.074507,,,,厦门大学,,,物理化学,1949,1980.0,
1.0,田中群,男,1955,,福建,118.089425,24.479833,,,,厦门大学,,,物理化学,1982,2005.0,
1.0,佟振合,男,1937,9,山东,116.096044,35.802306,,,,中国科学技术大学,,,有机化学,1963,1999.0,中国科学院理化学技术研究所
1.0,涂永强,男,1958,10,贵州,106.927389,27.725654,贵州,106.927389,27.725654,兰州大学,,,有机化学,1982,2009.0,
1.0,万惠霖,男,1938,11,湖北,114.316787,30.419016,湖北,114.218724,30.553905,厦门大学,,,物理化学,1962,1997.0,
1.0,万立骏,男,1957,7,辽宁,121.614682,38.914003,辽宁,121.614682,38.914003,,,,物理化学,1982,2009.0,中国科学院化学学研究所
1.0,汪尔康,男,1933,5,江苏,119.425836,32.187849,,,,沪江大学,,,分析化学,1952,1991.0,中国科学院长春应用化学学研究所
1.0,王方定,男,1928,12,辽宁,123.431474,41.805698,四川,104.778442,29.33903,四川化学工学院化学学工程系大学,,,放射化学,1953,1991.0,中国原子能科学研究院
1.0,王佛松,男,1933,5,广东,115.73111,24.13663,,,,武汉大学,,,高分子化学,1955,1991.0,中国科学院
1.0,王夔,男,1928,5,天津,117.200983,39.084158,,,,燕京大学,,,无机化学,1949,1991.0,
1.0,吴奇,男,1955,3,安徽,118.432941,31.352859,安徽,116.97412,31.0358,中国科学技术大学,,,高分子物理化学,1982,2003.0,曾任德国BASF公司研究总部高分子研究中心洪堡
1.0,吴新涛,男,1939,4,福建,118.648066,24.732204,,,,厦门大学,,,物理化学,1960,1999.0,中国科学院福建物质结构研究所
1.0,吴养洁,男,1928,1,山东,117.119999,36.651216,,,,复旦大学,,,有机化学,1951,2003.0,
1.0,吴云东,男,1957,,江苏,119.484211,31.416911,,,,兰州大学,,,理论有机化学,1981,2005.0,
1.0,席振峰,男,1963,4,河南,115.840511,34.402512,河南,115.840511,34.402512,厦门大学,,,有机化学,1983,,
1.0,谢毅,男,1967,7,安徽,115.814204,32.890124,安徽,117.063754,30.543494,厦门大学,,,无机化学,1988,,
1.0,谢毓元,男,1924,4,北京,116.407526,39.90403,江苏,120.585315,31.298886,清华大学,,,药物化学,1949,1991.0,中国科学院上海药物研究所
1.0,谢在库,男,1963,9,辽宁,123.42944,41.835441,辽宁,121.970512,39.401551,抚顺石油学院大学,,,石油化学工,1985,2017.0,
1.0,谢作伟,男,1964,1,浙江,120.425766,27.51828,浙江,120.425766,27.51828,杭州大学,,,金属有机化学,1983,2017.0,
1.0,徐如人,男,1932,3,浙江,120.868122,30.033121,,,,上海交通大学,,,无机化学,1952,1991.0,
1.0,严纯华,男,1961,1,上海,121.696156,31.192807,江苏,120.574946,32.370557,北京大学,,,无机化学,1982,2011.0,
1.0,颜德岳,男,1937,,浙江,120.047651,28.888555,,,,南开大学,,,高分子化学,1961,2005.0,
1.0,杨万泰,男,1956,10,河北,114.670032,36.444317,河北,114.670032,36.444317,清华大学,,,高分子化学,1982,2017.0,
1.0,杨秀荣,男,1946,4,北京,116.407526,39.90403,北京,116.407526,39.90403,中国科学技术大学,,,分析化学,1968,,中国科学院长春应用化学学研究所
1.0,杨学明,男,1962,10,浙江,119.977401,30.54251,,,,浙江师范大学,,,物理化学,1982,2011.0,中国科学院大连化学学物理研究所
1.0,杨玉良,男,1952,11,浙江,120.946263,30.526436,,,,复旦大学,,,高分子科,1977,2003.0,
1.0,姚建年,男,1953,,福建,118.552365,24.781681,,,,福建师范大学,,,物理化学,1982,2005.0,中国科学院化学学研究所
1.0,姚守拙,男,1936,3,上海,121.473701,31.230416,,,,苏联列宁格勒大学,,,分析化学,1959,1999.0,
1.0,于吉红,女,1967,1,辽宁,122.994329,41.108647,山东,116.768358,36.182572,吉林大学,,,无机化学,1989,,
1.0,余国琮,男,1922,11,广州,113.264434,23.129162,广东,112.794065,22.251924,西南联合大学,,,化学学工程,1943,1991.0,
1.0,俞汝勤,男,1935,11,上海,121.473701,31.230416,湖南,112.938814,28.228209,苏联列宁格勒大学,,,分析化学,1959,1991.0,
1.0,袁权,男,1934,11,上海,121.473701,31.230416,浙江,119.977401,30.54251,浙江大学,,,化学学工程,1956,1991.0,中国科学院大连化学学物理研究所
1.0,岳建民,男,1962,5,陕西,108.077658,35.043911,陕西,108.077658,35.043911,兰州大学,,,有机化学,1984,2017.0,中国科学院上海药物研究所
1.0,张存浩,男,1928,2,天津,117.200983,39.084158,山东,117.625696,37.77026,中央大学,,,物理化学,1947,1980.0,中国科学院大连化学学物理研究所
1.0,张东辉,男,1967,1,浙江,122.207215,29.985295,浙江,122.207215,29.985295,复旦大学,,,物理化学,1989,2017.0,中国科学院大连化学学物理研究所
1.0,张洪杰,男,1953,9,吉林,126.533146,44.840288,吉林,125.323544,43.817071,北京大学,,,无机化学,1978,,中国科学院长春应用化学学研究所
1.0,张礼和,男,1937,9,江苏,119.412966,32.39421,,,,北京医学院药学系大学,,,药物化学,1958,1995.0,
1.0,张俐娜,男,1940,8,福建,117.334106,27.540988,江西,113.854556,27.622768,武汉大学,,,高分子物理化学,1963,2011.0,曾获日本学术振兴协会奖学金赴日本大阪大学任客座
1.0,张乾二,男,1928,8,福建,118.796605,25.030781,,,,,,,物理化学,,1991.0,
1.0,张锁江,男,1964,11,河南,113.82013,36.083047,河南,113.82013,36.083047,河南大学,,,化学学工程,1986,,中国科学院过程工程研究所
1.0,张涛,男,1963,,陕西,108.954239,34.265472,,,,,,,化学,,,
1.0,张希,男,1965,12,辽宁,123.766485,41.294175,湖南,112.938814,28.228209,吉林大学,,,高分子化学,1986,2007.0,
1.0,张玉奎,男,1942,9,河北,115.464806,38.873891,,,,南开大学,,,分析化学,1965,2003.0,中国科学院大连化学学物理研究所
1.0,赵东元,男,1963,6,辽宁,123.431474,41.805698,河北,118.892986,39.891947,吉林大学,,,物理化学,1984,2007.0,
1.0,赵进才,男,1960,12,内蒙,113.109892,40.436983,,,,内蒙古大学,,,环境化学,1982,2011.0,中国科学院化学学研究所
1.0,赵宇亮,男,1963,2,四川,106.110698,30.837793,四川,106.110698,30.837793,四川大学,,,化学,1985,2017.0,
1.0,赵玉芬,男,1948,12,湖北,114.316787,30.419016,河南,114.197651,35.607762,台湾新竹清华大学,,,有机化学,1971,1991.0,
1.0,郑兰荪,男,1954,10,福建,118.089425,24.479833,江苏,120.645158,31.138677,厦门大学,,,无机化学,1982,2001.0,
1.0,支志明,男,1957,9,香港,114.173355,22.320047,,,,香港大学,,,无机化学,1978,1995.0,
1.0,周其凤,男,1947,10,湖南,113.643076,28.162833,,,,北京大学,,,高分子化学,1970,1999.0,
1.0,周其林,男,1957,2,江苏,118.796877,32.060255,安徽,117.902366,31.303168,兰州大学,,,有机化学,1982,2009.0,
1.0,周同惠,男,1924,11,北京,116.407526,39.90403,广西,110.290194,25.273566,北京大学,,,分析化学,1944,1991.0,中国医学科学院药物研究所
1.0,朱道本,男,1942,8,上海,121.473701,31.230416,浙江,120.15507,30.274084,华东化学工学院大学,,,有机化学学、物理化学,1965,1997.0,中国科学院化学学研究所
1.0,朱起鹤,男,1924,7,北京,116.407526,39.90403,,,,中央大学,,,物理化学,1947,1995.0,中国科学院化学学研究所
1.0,朱清时,男,1946,2,成都,104.066541,30.572269,四川,104.075931,30.651651,中国科学技术大学,,,物理化学,1968,1991.0,
1.0,卓仁禧,男,1931,2,福建,118.089425,24.479833,,,,复旦大学,,,高分子化学,1953,1997.0,
1.0,卞修武,男,1963,11,安徽,116.787141,32.573306,安徽,116.787141,32.573306,第三军医大学,,,人体病理,1986,2017.0,
1.0,曹文宣,男,1934,5,四川,103.958013,30.990165,,,,四川大学,,,鱼类生物,1955,1997.0,现为中国科学院水生生物研究所
1.0,曹晓风,女,1965,5,北京,116.407526,39.90403,,,,北京大学,,,植物表观遗传,1988,2015.0,现为中国科学院遗传与发育生物学研究所
1.0,常文瑞,男,1940,9,辽宁,121.127003,41.095119,,,,南开大学,,,结构生物,1964,2005.0,现为中国科学院生物物理研究所
1.0,陈国强,男,1963,9,湖南,113.345309,27.000227,,,,衡阳医学院大学,,,医学病理生理,1985,2015.0,
1.0,陈化兰,男,1969,3,甘肃,104.138559,36.544756,甘肃,104.138559,36.544756,甘肃农业大学,,,病毒,1991,2017.0,中国农业科学院哈尔滨兽医研究所
1.0,陈可冀,男,1930,10,福建,119.296494,26.074507,,,,福建医学院大学,,,中医及中西医结合临床,1954,1991.0,现为中国中医科学院西苑医院
1.0,陈霖,男,1945,11,福建,119.296494,26.074507,,,,中国科技大学,,,认知科学和实验心理,1970,2003.0,现为中国科学院生物物理研究所
1.0,陈润生,男,1941,6,天津,117.200983,39.084158,,,,中国科学技术大学,,,生物信息,1964,2007.0,现为中国科学院生物物理研究所
1.0,陈文新,女,1926,9,湖南,113.643076,28.162833,,,,武汉大学,,,土壤微生物,1952,2001.0,
1.0,陈晓亚,男,1955,8,江苏,119.412966,32.39421,,,,南京大学,,,植物生理,1982,2005.0,现为中国科学院上海生命科学研究院
1.0,陈孝平,男,1953,6,安徽,115.595644,32.658297,安徽,115.595644,32.658297,蚌埠医学院大学,,,肝胆外科领域,1973,,
1.0,陈晔光,男,1964,8,江西,115.830481,27.428765,江西,115.830481,27.428765,江西大学,,,细胞生物,1983,2017.0,
1.0,陈宜瑜,男,1944,4,福建,119.447806,25.72615,,,,厦门大学,,,动物,1964,1991.0,现为中国科学院水生生物研究所
1.0,陈宜张,男,1927,9,浙江,121.266579,30.169665,,,,浙江大学,,,神经生理,1952,1995.0,
1.0,陈义汉,男,1964,10,江苏,120.258053,33.774806,,,,南通大学,,,心脏病,1987,2015.0,
1.0,陈竺,男,1953,8,上海,121.473701,31.230416,,,,,,,分子生物,,1995.0,
1.0,陈子元,男,1924,10,浙江,120.152791,30.267446,,,,上海大学,,,核农,1944,1991.0,
1.0,程和平,男,1962,12,安徽,116.97412,31.0358,,,,北京大学,,,细胞生物,1984,2013.0,
1.0,邓子新,男,1957,3,湖北,110.72667,32.040085,,,,华中农业大学,,,微生物,1982,2005.0,
1.0,段树民,男,1957,10,安徽,116.564248,33.265831,,,,蚌埠医学院大学,,,神经生物,1982,2007.0,
1.0,樊嘉,男,1958,3,江苏,120.980737,31.385598,江苏,119.569989,32.434672,南通医学院大学,,,肝肿瘤外科,1983,2017.0,
1.0,方精云,男,1959,7,安徽,116.829475,30.733825,,,,安徽农业大学,,,生态,1982,2005.0,
1.0,方荣祥,男,1946,1,安徽,118.578519,30.067533,,,,复旦大学,,,植物病毒,1967,2003.0,现为中国科学院微生物研究所
1.0,高福,男,1961,11,山西,113.191099,39.554247,,,,山西农业大学,,,病原微生物与免疫,1983,2013.0,现为中国科学院微生物所
1.0,葛均波,男,1962,11,山东,119.206763,35.751927,,,,青岛医学院大学,,,心血管病,1984,2011.0,
1.0,顾东风,男,1958,11,江苏,121.657441,31.808026,江苏,120.894291,31.980171,南京医科大学,,,预防心脏病学与流行病,1983,2017.0,
1.0,桂建芳,男,1956,6,湖北,115.944219,30.070454,,,,武汉大学,,,鱼类遗传育种,1982,2013.0,现为中国科学院水生生物研究所
1.0,郭爱克,男,1940,2,辽宁,123.431474,41.805698,,,,莫斯科大学,,,神经科学和生物物理,1965,2003.0,
1.0,韩斌,男,1963,4,安徽,115.814204,32.890124,,,,安徽师范大学,,,作物基因组与遗传,1985,2013.0,现为中国科学院上海生命科学研究院
1.0,韩济生,男,1928,7,浙江,120.264253,30.183806,,,,上海医学院（现复旦大学,,,神经生理,1953,1993.0,
1.0,韩家淮,男,1960,1,安徽,116.999932,32.625478,,,,北京大学,,,细胞生物,1982,,
1.0,韩启德,男,1945,7,上海,121.473701,31.230416,,,,上海第一医学院大学,,,病理生理,1968,1997.0,
1.0,贺福初,男,1962,5,湖南,111.758702,29.633237,,,,复旦大学,,,细胞生物学、遗传,1982,2001.0,现为军事医学科学院
1.0,贺林,男,1953,7,北京,116.407526,39.90403,,,,南京铁道医学院（现东南大学,,,遗传生物,1981,2005.0,
1.0,赫捷,男,1960,8,吉林,125.323544,43.817071,,,,白求恩医科大学,,,胸外科,1984,2013.0,
1.0,洪德元,男,1937,1,安徽,118.578519,30.067533,,,,复旦大学,,,植物,1962,1991.0,现为中国科学院植物研究所
1.0,洪国藩,男,1938,12,浙江,121.550357,29.874556,,,,复旦大学,,,分子生物,1964,1997.0,现为中国科学院上海生命科学研究院
1.0,侯凡凡,女,1950,10,浙江,121.550357,29.874556,,,,,,,内科,,2009.0,
1.0,黄荷凤,男,1957,9,浙江,120.831025,29.56141,浙江,119.724733,30.233873,浙江大学,,,生殖医,1982,2017.0,
1.0,黄路生,男,1964,12,江西,114.551138,25.785172,,,,江西农业大学,,,动物遗传育种,1984,2011.0,
1.0,季维智,男,1950,6,云南,102.832891,24.880095,安徽,117.227239,31.820586,云南大学,,,动物,1982,2017.0,
1.0,蒋华良,男,1965,1,江苏,119.973987,31.810689,江苏,119.942437,31.701188,南京大学,,,药物科学,1987,2017.0,中国科学院上海药物研究所
1.0,蒋有绪,男,1932,5,上海,121.473701,31.230416,,,,北京大学,,,森林生态,1954,1999.0,中国林业科学研究院森林生态与保护研究所
1.0,金国章,男,1927,6,浙江,120.047651,28.888555,,,,浙江大学,,,药理,1952,2001.0,现为中国科学院上海药物研究所
1.0,金力,男,1963,3,浙江,120.868122,30.033121,,,,复旦大学,,,进化学遗传,1985,2015.0,
1.0,鞠躬,男,1929,11,安徽,118.578519,30.067533,,,,湘雅医学院大学,,,神经生物,1952,1991.0,
1.0,康乐,男,1959,4,河北,114.982972,38.748204,,,,内蒙古农业大学,,,昆虫与生态,1982,2011.0,现为中国科学院动物研究所
1.0,孔祥复,男,1942,9,湖北,115.215227,29.830258,,,,,,,分子生物,,1999.0,
1.0,匡廷云,女,1934,12,四川,104.851944,29.764059,,,,北京农业大学,,,植物生理,1956,1995.0,现为中国科学院植物研究所
1.0,李朝义,男,1934,7,重庆,106.551556,29.563009,,,,中国药科大学,,,神经生物,1956,1999.0,现为中国科学院上海生命科学研究院
1.0,李季伦,男,1925,3,河北,118.912571,39.425608,,,,中央大学,,,微生物,1948,1995.0,
1.0,李家洋,男,1956,7,安徽,117.157981,31.70681,,,,安徽农学院（现安徽农业大学,,,植物分子遗传,1981,2001.0,现为中国科学院遗传与发育生物学研究所
1.0,李林,男,1961,5,江苏,118.796877,32.060255,,,,南京大学,,,生物化学,1983,2011.0,现为中国科学院上海生命科学研究院
1.0,李蓬,女,1965,10,江西,116.009472,26.470116,,,,北京师范大学,,,分子生理,1987,,
1.0,李振声,男,1931,2,山东,118.054927,36.813487,,,,山东农学院大学,,,遗传,1951,1991.0,现为中国科学院遗传与发育生物学研究所
1.0,梁栋材,男,1932,5,广东,113.264434,23.129162,,,,中山大学,,,分子生物物理,1955,1980.0,现为中国科学院生物物理研究所
1.0,梁智仁,男,1942,7,广东,113.143441,23.028956,,,,香港大学,,,骨外科,1965,2001.0,
1.0,林鸿宣,男,1960,11,海南,110.198293,20.044001,,,,华南农业大学,,,作物遗传,1983,2009.0,现为中国科学院上海生命科学研究院
1.0,林其谁,男,1937,12,福建,119.295144,26.100779,,,,上海第一医学院大学,,,生物化学,1959,2003.0,现为中国科学院上海生命科学研究院
1.0,刘新垣,男,1927,11,湖南,112.953168,27.08117,,,,南开大学,,,分子生物,1952,1991.0,现为中国科学院上海生命科学研究院
1.0,刘耀光,男,1954,3,广东,113.597522,24.810403,,,,华南农业大学,,,植物遗传,1981,2017.0,
1.0,刘以训,男,1936,5,山东,119.218978,36.478494,,,,复旦大学,,,生殖生物,1963,1999.0,现为中国科学院动物研究所
1.0,刘允怡,男,1947,6,广东,113.143441,23.028956,,,,香港大学,,,肝胆胰外科,1972,2003.0,
1.0,卢永根,男,1930,12,广东,113.220218,23.404165,,,,华南农学院大学,,,作物遗传,1953,1993.0,
1.0,陆林,男,1966,9,安徽,117.063754,30.543494,安徽,117.063754,30.543494,华北煤炭医学院大学,,,精神病学与临床心理,1989,2017.0,
1.0,陆士新,男,1929,12,江苏,120.163561,33.347382,,,,,,,病理生理,1956,1997.0,
1.0,毛江森,男,1934,1,浙江,118.626974,28.737223,,,,上海第一医学院大学,,,病毒,1956,1991.0,现为浙江医学科学院
1.0,孟安明,男,1963,7,四川,107.204744,30.736266,,,,西南农业大学,,,发育生物,1983,2007.0,
